"1",1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"201201",809,458,345,0,0,0,0,0,0,0,0,0,67,0,0,0,43,0,0,0,2,1,0,0,0,0,0,0,0,0,0,91,191,6,37,0,26,0,0,0,0,0,1982,1280,0,1280,507,0,507,0,0,0,195,26,169,0,0,0,0,0,0,0,0,0,0,0,0
"201202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201203",807,458,433,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7,92,190,6,37,0,23,0,0,0,0,0,1509,837,0,837,525,0,525,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0
"201204",792,459,431,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,92,191,6,36,0,7,0,0,0,0,0,965,399,0,399,445,0,445,0,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0
"201205",795,458,431,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,94,190,7,37,0,9,0,0,0,0,0,525,45,0,45,371,0,371,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0
"201206",798,459,434,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,94,190,7,38,0,10,0,0,0,0,0,422,5,0,5,308,0,308,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0
"201207",796,459,442,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,8,92,192,7,37,0,9,0,0,0,0,0,403,4,0,4,268,0,268,0,0,0,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0
"201208",807,458,439,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,8,94,190,7,38,0,19,0,0,0,0,0,380,3,0,3,212,0,212,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0
"201209",808,458,430,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,19,94,192,7,37,0,20,0,0,0,0,0,360,13,0,13,264,0,264,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0
"201210",807,458,440,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,9,92,190,7,37,0,22,0,0,0,0,0,616,116,0,116,388,0,388,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0
"201211",814,459,442,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,8,94,192,9,40,0,20,0,0,0,0,0,1095,509,0,509,457,0,457,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0
"201212",812,462,449,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,94,190,7,37,0,22,0,0,0,0,0,1865,1172,0,1172,520,0,520,0,0,0,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0
"201301",833,469,444,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,18,98,196,6,38,0,25,0,0,0,0,0,2122,1432,0,1432,533,0,533,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0
"201302",857,498,481,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,97,196,6,38,0,22,0,0,0,0,0,2141,1462,0,1462,474,0,474,0,0,0,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0
"201303",901,545,526,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,97,196,4,38,0,20,0,0,0,0,0,1460,932,0,932,381,0,381,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0
"201304",912,545,524,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,95,196,6,38,0,31,0,0,0,0,0,1150,573,0,573,448,0,448,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0
"201305",912,546,528,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6,95,202,6,38,0,25,0,0,0,0,0,664,171,0,171,375,0,375,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0
"201306",899,545,527,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,94,195,4,38,0,23,0,0,0,0,0,399,12,0,12,272,0,272,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0
"201307",905,545,526,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,96,196,5,37,0,25,0,0,0,0,0,439,4,0,4,302,0,302,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0
"201308",860,505,489,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,92,196,5,38,0,23,0,0,0,0,0,321,0,0,0,167,0,167,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0
"201309",859,507,485,0,0,0,0,0,0,0,0,0,13,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,92,196,4,38,0,21,0,0,0,0,0,416,10,0,10,271,0,271,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0
"201310",838,494,474,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,92,196,5,37,0,14,0,0,0,0,0,578,166,0,166,316,0,316,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"201311",836,479,459,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,195,5,37,0,26,0,0,0,0,0,1185,634,0,634,431,0,431,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0
"201312",836,491,459,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,85,195,4,36,0,24,0,0,0,0,0,1811,1234,0,1234,428,0,428,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0
"201401",887,491,471,227,48,74,40,4,6,19,13,41,15,6,2,7,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,104,217,5,37,0,33,33,0,0,0,0,2167,1555,0,1555,450,0,450,0,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0
"201402",901,513,491,256,46,74,40,4,5,17,12,36,16,5,3,8,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,98,216,4,36,0,33,33,0,0,0,0,1884,1182,0,1182,524,0,524,0,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0
"201403",645,257,236,0,43,74,40,5,7,17,12,38,16,7,2,7,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,103,217,5,36,0,27,27,0,0,0,0,1353,768,0,768,455,0,455,0,0,0,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0
"201404",777,393,368,120,44,74,40,4,5,17,26,37,20,5,8,7,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,102,217,4,37,0,26,26,0,0,0,0,783,261,0,261,415,0,415,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0
"201405",800,410,390,147,47,74,40,4,5,18,14,41,15,1,2,13,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,102,223,4,37,0,24,24,0,0,0,0,465,79,0,79,386,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201406",846,462,442,207,43,74,40,5,8,16,12,36,15,5,2,8,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,99,218,5,37,0,25,25,0,0,0,0,291,1,0,1,290,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201407",820,431,410,195,46,62,29,4,6,19,13,37,16,7,2,8,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,105,217,4,37,0,26,26,0,0,0,0,239,0,0,0,239,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201408",785,428,405,188,46,62,29,4,5,19,13,38,18,3,3,12,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,104,217,5,4,0,27,27,0,0,0,0,225,0,0,0,225,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201409",819,429,399,177,44,62,29,6,9,18,13,39,20,7,3,9,7,3,0,4,2,1,0,0,0,0,0,0,0,0,0,107,216,4,37,0,26,26,0,0,0,0,274,8,0,8,266,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
